LON,LAT,EDO,CLAVE,ESTACION,dic-19
-100.75,20.283333,GTO,TARGJ,"Tarimoro, Gto.",9.02
-101.3,20.6,GTO,TEMGJ,"TemascatÌo, Gto.",2.81
-100.8,20.5,GTO,TGRGJ,"Tres Guerras, Gto.",6.8
-101.182222,20.388611,GTO,VDSGJ,"Valle de Santiago, Gto.",10
-100.0925,21.298889,GTO,XICGJ,"Xich˙, Gto.",12.63
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",0
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",2
-99.36,20.163889,HGO,ENDHD,"EndhÛ, Hgo.",8.5
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",18.3
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",44
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",19.08
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",8.2
-98.757222,20.591667,HGO,LMTHD,"Metztitl·n, Hgo.",7
-99.220278,20.873333,HGO,MARMOLES,"Los M·rmoles, Hgo. SMN*",22.4
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",4
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",0
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",0.05
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",6
-99.318333,20.359444,HGO,PROJOGOMEZ,"Presa Rojo GÛmez, Hgo. OCAVM*",15
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",0.01
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",6
-98.369444,20.083333,HGO,TLGHD,"Tulancingo, Hgo.",0.61
-99.385,19.835278,HGO,TXMHD,"Taxhimay, Hgo.",0
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",29
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala-Guadalajara, Jal. SGT*",4.6
-103.591111,20.424444,JAL,ACTJL,"Acatl·n, Jal.",0
-102.436944,21.599444,JAL,AJJJL,"Ajoj˙car, Jal.",15.1
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",0
-103.446389,20.746667,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",2
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",0
-103.726111,22.4,JAL,BCSJL,"Bocas, Jal.",17.5
-103.783611,21.830556,JAL,BLNJL,"BolaÒos, Jal.",0
-103.464722,19.730556,JAL,CDGUZMANob,"Observatorio de Ciudad Guzm·n, Jal. SMN*",0
-103.465278,19.697778,JAL,CGZJL,"Ciudad Guzm·n, Jal.",0.4
-103.201944,20.290556,JAL,CHAJL,"Chapala 1 SMN, Jal.",4.32
-105.044722,19.498611,JAL,CHAMELA,"Chamela-Cuixmala, Jal. SMN*",0.4
-104.554444,19.628611,JAL,CHFJL,"El ChiflÛn, Jal",0.61
-104.566667,19.233333,JAL,CIHJL,"Cihuatl·n, Jal.",0.02
-103.25,22.133333,JAL,CLTJL,"Colotl·n, Jal.",19.8
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",0
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",0.61
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",0.01
-102.7825,20.341389,JAL,CUIJL,"Cuitzeo, Jal.",0
-105.05,20.583333,JAL,CULJL,"Cuale, Jal.",3.01
-102.85,21.133333,JAL,CUNJL,"La CuÒa, Jal.",2.01
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",0.1
-103.333333,20.733333,JAL,EXPJL,"La Experiencia, Jal.",3.41
-102.766667,20.298056,JAL,FTEJL,"El Fuerte, Jal.",0
-103.39,20.71,JAL,GUADALAJARAob,"Observatorio de Guadalajara , Jal. SMN*",4
-103.373889,20.672778,JAL,GUAJL,"Guadalajara Centro, Jal.",3.01
-103.4,20.7,JAL,GUCJL,"Guadalajara los Colomos, Jal.",4.5
-104.497222,19.238333,JAL,HIGJL,"Higuera Blanca, Jal.",0
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",3
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",2.02
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",3.61
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",2
-103.12,20.18,JAL,LDCJL,"Lago de Chapala, Jal.",4.4
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",0
-101.941944,21.348333,JAL,LMORENOob,"Observatorio de Lagos de Moreno, Jal. SMN*",5
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",11.8
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",5.2
-103.361667,20.583889,JAL,PITJL,"ProtecciÛn a Infraestructura y AtenciÛn a Emergencias, Jal.",8.1
-104.105833,21.196944,JAL,PLYJL,"La Yesca, Jal.",2.7
-102.231944,20.491111,JAL,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.",0.02
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",0
-105.133611,19.998611,JAL,RIOTOMATLAN,"RÌo Tomatl·n, Jal. SMN*",0
-102.716667,20.4,JAL,RIOZULA,"RÌo Zula, Jal. SGT*",3.6
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",0.01
-103.733333,20.916667,JAL,SANTAROSACFE,"Santa Rosa, Jal. CFE*",57.21
-101.85,21.35,JAL,SAUCEDACFE,"Sauceda, Jal. CFE*",0.25
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",6.61
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",0.01
-103.705556,20.908889,JAL,SRSJL,"Santa Rosa, Jal.",1.8
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",7.52
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",0
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",29
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",5.7
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",2.4
-104.370278,19.976111,JAL,TMLJL,"RamÛn Corona Madrigal General, Jal.",1
-103.183333,20.15,JAL,TUXCUECA,"Tuxcueca, Jal. SGT*",3.2
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",3.51
-103.366667,20.716667,JAL,ZPPJL,"Zapopan, Jal.",5
-103.05,22.05,JAL,ZPTJL,"El Zapote, Jal.",2
-102.729444,20.395278,JAL,ZULJL,"Zula rÌo, Jal.",2.5
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",0
-99.440556,18.861389,MEX,ALAMEDA1,"Alameda 1, MÈx. FENIX*",0
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, Mex. SMN*",0.2
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",0
-98.912222,19.543611,MEX,ATEMX,"Atenco (RÌo Xalapan), MÈx.",0
-99.184722,19.580833,MEX,BARRIENTOS,"Planta de bombeo Barrientos, MÈx. SACMEX*",0
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, Mex.",0
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",0
-99.298611,19.406667,MEX,CDELBORRACHO,"CaÌda del Borracho, MÈx. SACMEX*",0
-98.888611,19.494167,MEX,CHAPINGO,"Chapingo, MÈx. SGT*",0
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, MÈx. SACMEX*",0
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, MÈx. SACMEX*",0
-100.116667,19.2,MEX,CHIMX,"Chilesdo, MÈx.",0
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",0
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",0
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",0
-100.183333,19.101667,MEX,COLMX,"Colorines, MÈx.",0
-99.344167,19.37,MEX,DOSRIOS,"Dos RÌos, MÈx. UNAM*",0.01
-100.026944,19.933056,MEX,ELJACAL,"El Jacal, MÈx. INIFAP*",14.8
-99.334444,19.383611,MEX,ELVENADO,"El Venado, MÈx. SACMEX*",0
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",0
-98.916944,19.578889,MEX,GRDMX,"La Grande, MÈx.",0
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",0
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",0
-98.978611,19.357778,MEX,LOSREYES,"Los Reyes, MÈx. UNAM*",0
-99.267222,19.5225,MEX,MADIN,"Presa MadÌn, MÈx. UNAM*",0.01
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",0
-99.711111,19.636667,MEX,MLLMX,"Santa MarÌa del Llano, MÈx. SGT*",1.4
-99.243333,19.473889,MEX,NAUCALPAN,"Naucalpan, MÈx. UNAM*",0
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",0.26
-99.193611,19.616667,MEX,OBSMX,"San MartÌn Obispo, MÈx.",0
-99.254722,19.429722,MEX,PALMASDF,"Palmas, MÈx. SACMEX*",0
-99.175,19.575,MEX,PBTMX,"Planta Barrientos, MÈx.",0
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",0
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",0.01
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",0
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",0
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",0
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",0
-99.213333,19.408333,MEX,PTLMX,"Presa Totolica, MÈx.",0
-98.911111,19.530556,MEX,SADMX,"San AndrÈs (Texcoco), MÈx.",0
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",0
-99.285,19.574444,MEX,SNJMX,"San Juan, Mex.",0
-98.858611,19.644722,MEX,SNLMX,"San Lucas, Mex.",0
-99.195,19.538611,MEX,TLALNE,"Tlalnepantla, MÈx. UNAM*",0
-99.283333,19.453889,MEX,TOTMX,"Totolica, Mex.",0
-99.283056,19.4525,MEX,TTLMX,"Totolica (hidro), MÈx.",0
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Mex.",0
-99.196111,19.403611,MEX,VALLEDEBRAVO,"Valle de Bravo, MÈx. SGT*",0.4
-99.213611,19.510833,MEX,VASOCRISTO,"Vaso de Cristo, MÈx. SACMEX*",0
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",0
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",0.25
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",0.01
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",1.01
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",8.5
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",0
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",0
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",3
-101.459167,20.319444,MICH,CBLMC,"Casa Blanca, Mich.",2
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",2.2
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",6
-102.774167,19.287778,MICH,CHLMC,"ConstituciÛn de Apatzing·n, Mich.",0
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",0
-101.259167,19.629722,MICH,COIMC,"CoÌntzio, Mich.",5
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",1.81
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",0
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",0.2
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",12.1
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",3.2
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",0
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",3.4
-101.626667,20.248889,MICH,LANMC,"Los ¡ngeles, Mich.",0
-101.940833,20.038333,MICH,LDFMC,"Laguna del Fresno, Mich.",10.4
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",0
-102.751389,20.146667,MICH,LPAMC,"La Palma, Mich.",0.6
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",4.1
-102.9,18.8,MICH,LPNMC,"Los Panches, Mich.",0
-102.2,18.8,MICH,LPSMC,"La PastorÌa, Mich.",0
-101.2,18.8,MICH,LPZMC,"Los Pinzanes, Mich.",0
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",5.32
-102.2,17.899167,MICH,MLCMC,"Melchor Ocampo L. C., Mich.",0
-100.873611,19.829167,MICH,MLPMC,"MalpaÌs, Mich.",7.61
-100.277778,19.670833,MICH,MMONARCAI,"Mariposa Monarca 1, Mich. SMN*",9.8
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",5.3
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",0.01
-101.176111,19.688611,MICH,MORMC,"Morelia, Mich.",3.61
-100.879167,19.835556,MICH,MPSMC,"MalpaÌs, Mich. SGT*",5.1
-100.439167,19.890833,MICH,MRVMC,"MaravatÌo, Mich.",12
-102.325,19.964167,MICH,ORAMC,"Orandino, Mich.",0
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",6.5
-102.431389,20.303056,MICH,PJARIPO,"Presa Jaripo, Mich. SGT*",2.4
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",0.51
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",4.5
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",1.6
-100.669444,19.622778,MICH,SABMC,"Sabaneta, Mich.",0
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",3.4
-102.464722,20.208333,MICH,SCRMC,"San CristÛbal, Mich.",0
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",6.23
-102.4,20.1,MICH,SSIMC,"San SimÛn, Mich.",1.01
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",11.8
-100.229167,20.000556,MICH,TEPUXTEPECF,"Tepuxtepec, Mich. FENIX*",12.4
-100.299167,19.766389,MICH,TMUMC,"Tercer Mundo, Mich.",11.6
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",4.58
-102.180278,18.048333,MICH,VILMC,"JosÈ MarÌa Morelos y PavÛn, Mich.",0
-101.45,19.55,MICH,VJIMC,"Villa JimÈnez, Mich.",1.4
-102.242222,20.339444,MICH,YURMC,"YurÈcuraro, Mich.",2.35
-102.284167,20.006667,MICH,ZAMMC,"Zamora, Mich.",1.51
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",4.31
-101.931944,18.921111,MICH,ZICMC,"Zicuir·n, Mich.",0
-100.828611,19.860278,MICH,ZINMC,"ZinapÈcuaro, Mich.",3.8
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",0
-99.265833,18.735,MOR,ALUMR,"Alpuyeca, Mor.",0
-99.4,18.6,MOR,AMCMR,"Amacuzac, Mor.",0
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",0
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",0
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",0
-99.267222,19.028333,MOR,CBTMR,"Centro de Bachillerato T.A. 154 Huitzilac, Mor.",0
-98.9,18.8,MOR,CUAMR,"Cuautla, Mor.",0.01
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",0
-99.233333,18.933333,MOR,CUERNAVACAob,"Observatorio de Cuernavaca, Mor. SMN*",0
-98.786667,18.690556,MOR,ELPMR,"El PeÒÛn, Mor.",0
-99.273611,18.503889,MOR,EZPMR,"Emiliano Zapata, Mor.",0
-99.180278,18.573889,MOR,HIGMR,"HiguerÛn, Mor.",0
-99.424167,18.608333,MOR,HUAMR,"Huajintl·n, Mor.",0
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",0.01
-99.015833,19.028889,MOR,HUIMR,"Huitzilac, Mor.",0
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",0
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",0
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de TecnologÌa del Agua, Mor. SMN*",0
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",0
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",0
-98.916667,18.683333,MOR,LCUMR,"La Cuera, Mor.",0
-99.4,18.7,MOR,MIAMR,"Miacatl·n, Mor.",0
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",0
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",0
-99.258333,18.734722,MOR,OACMR,"Oacalco, Mor.",0
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",0
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Morelos, Mor.",0
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",0
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",0
-99.156944,18.771111,MOR,PROMR,"Progreso (IMTA), Mor.",0
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",0
-98.936111,18.541389,MOR,SHUAUTLA,"Sierra de Huautla, Mor. SMN*",0
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",0
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",0
-99.2,18.9,MOR,TEMMR,"Temixco, Mor.",0
-98.710278,18.876389,MOR,TETMR,"Tetela del Volc·n, Mor.",0
-99.1,18.794167,MOR,TICMR,"Ticum·n, Mor.",0
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",0
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",0
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",0
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",0
-98.92,18.9875,MOR,TOTMR,"Totoloapan, Mor.",0
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",0
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",0
-99.248611,19.050556,MOR,TRESMARIAS,"Tres MarÌas, Mor. SMN*",0.4
-99.188333,18.521111,MOR,XICMR,"Xicatlacotla, Mor.",0
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",0
-99.1,18.9,MOR,YAHMR,"Yautepec, Mor.",0
-99.200833,18.636667,MOR,ZCTMR,"Zacatepec, Mor.",0
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",33.7
-105.403333,22.479444,NAY,ACAPONETA,"Acaponeta, Nay. SMN*",31.5
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",1.3
-105.1125,21.831111,NAY,CAPNR,"Capomal, Nay.",5.52
-104.450833,21.428333,NAY,CJNNR,"Leonardo RodrÌguez Alcaine, Nay.",6.1
-106.536944,21.629722,NAY,ISLASMARIASmar,"Islas MarÌas, Nay. SEMAR*",0
-104.516944,22.250833,NAY,JMANR,"Jes˙s MarÌa, Nay.",5.4
-105.330556,22.221111,NAY,MARISMAS,"Marismas Nacionales, Nay. SMN*",0
-104.8,21.8,NAY,RSRNR,"Reguladora San Rafael, Nay.",2.9
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",7.52
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",3.52
-104.61,21.416111,NAY,SANTAMARIANR,"Santa MarÌa Oro, Nay INIFAP*",8.1
-104.893056,21.489167,NAY,TEPICob,"Observatorio de Tepic, Nay. SMN*",8
-104.891944,21.489444,NAY,TEPNR,"Tepic, Nay.",8.61
-99.680556,24.883333,NL,ADJNL,"Las Adjuntas, N.L.",8.5
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",8.75
-100.011944,25.272778,NL,AL2NL,"Allende Dos, N. L.",9.71
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",20.13
-99.911667,24.321944,NL,ASCNL,"La AscensiÛn, N.L.",0
-99.579444,24.876111,NL,CAMACHO,"Camacho, N.L. SGT*",6.25
-100.276111,25.801389,NL,CANADAS,"El Canad·, N.L. SAHM*",5
-100.274722,25.800556,NL,CANNL,"El Canad·, N.L.",9.25
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N. L.",8.1
-99.276944,25.711667,NL,CCHNL,"Cuchillo-Solidaridad, N.L.",2.4
-100.172222,25.952222,NL,CDFNL,"CiÈnega de Flores, N.L.",3.04
-99.399722,24.9375,NL,CPRNL,"JosÈ LÛpez Portillo, N.L.",8.8
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",13.2
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",3.1
-100.172778,23.676389,NL,DARNL,"Doctor Arroyo, N.L.",5
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",4
-100.308333,25.576944,NL,ELDIENTE,"El Diente SMN, N. L.",7.6
-99.916111,25.316111,NL,ELSAUZ,"El Sauz, N.L. INIFAP*",9
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",27.1
-99.778333,25.2025,NL,INIFAPNL,"INIFAP, N.L. INIFAP*",8.4
-99.975556,25.765,NL,LAARENA,"La Arena, N.L. SGT*",4
-100.128056,25.428056,NL,LBCNL,"La Boca, N.L.",6.6
-99.401389,25.898333,NL,LosHerrera,"Los Herrera, N.L. SGT*",0.75
-100.304722,25.733611,NL,MONTERREYob,"Observatorio de Monterrey, N.L. SMN*",0
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",13.01
-100.271667,25.6825,NL,MTRNL,"Monterrey, N.L.",5.01
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",20.31
-100.304722,25.733611,NL,OBSNL,"Observatorio de Nuevo LeÛn, N.L.",5.01
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",0.51
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",13
-100.446667,25.674444,NL,STACATARINA,"Santa Catarina, N.L. SGT*",3.25
-99.77,25.503611,NL,Tepehuaje,"Cadereyta, N.L. SGT*",5.25
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",29.5
-96.53,17.43,OAX,ATEOX,"Atepec, Oax.",2
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",11
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",0
-98.278333,17.532778,OAX,CALOX,"Calihual·, Oax.",0
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",15.8
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",0.01
-102.712222,21.849167,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",0
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",10
-96.416667,18.233333,OAX,DPSOX,"Dique Pescaditos, Oax.",7.5
-102.676944,21.9975,OAX,FOYOX,"San Francisco Yosocuta, Oax.",0
-97.766667,17.808333,OAX,HDLOX,"Huajuapan de LeÛn, Oax.",0
-97.783333,17.8,OAX,HLOOX,"Observatorio de Huajuapan de LeÛn, Oax.",0
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",3
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",0
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",12
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Ju·rez, Oax.",0
-95.033333,16.433333,OAX,JUCOX,"Juchitan, Oax.",0
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",0
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",0
-97.688333,15.966667,OAX,LCHACAHUA,"Laguna Chacahua, Oax. SMN*",0
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",0
-95.483333,17.45,OAX,MAROX,"MarÌa Lombardo, Oax.",5.47
-95.036389,16.882778,OAX,MROOX,"MatÌas Romero, Oax. SMN*",4.32
-97.249167,17.436667,OAX,NOCHISTLAN,"Nochistl·n, Oax. SMN*",0
-97.148889,16.106944,OAX,NOPALA,"Nopala, Oax.*",0
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",0
-96.7,17,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",0
-96.716667,17,OAX,OAXACAob,"Observatorio de Oaxaca, Oax. SMN*",0
-96.489722,15.6675,OAX,PANGELob,"Observatorio de Puerto ¡ngel, Oax. SMN*",0
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",22.21
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca PacÌfico Sur PIAE, Oax.",0
-96.483333,15.666667,OAX,PTAOX,"Puerto ¡ngel, Oax.",0
-95.281389,16.476111,OAX,RHOOX,"RÌo Hondo, Oax.",0
-95.916667,17.733333,OAX,RMLOX,"RÌo Manso Lalana, Oax.",13.9
-97.725,16.102778,OAX,RVEOX,"RÌo Verde, Oax.",0
-102.197222,22.007222,OAX,SACOX,"San AndrÈs Chicahuaxtla, Oax.",0
-95.165,16.283056,OAX,SBLOX,"San Blas Atempa, Oax.",0
-96.55,17.266667,OAX,SCIOX,"Ixtepeji (S. Catarina I.), Oax.",0
-95.2,16.183333,OAX,SCROX,"Salina Cruz, Oax.",0
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",78
-102.189167,21.826667,OAX,SLAOX,"Silacayo·pam, Oax.",0
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",0
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",31.14
-102,21.896389,OAX,STTOX,"Santiago Teotongo, Oax.",0
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",0
-96.412222,18.232222,OAX,TEMOX,"Presidente Alem·n, Oax.",7
-97.424444,17.550556,OAX,TEPOX,"San Juan Teposcolula, Oax.",0.2
-102.356944,22.121667,OAX,TSLOX,"Heroica Villa Tezoatl·n de Segura y Luna, Oax.",0
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",18.41
-96.381389,17.925556,OAX,UCFOX,"CFE-Usila, Oax.",91.71
-94.833333,16.45,OAX,UHGOX,"UniÛn Hidalgo, Oax.",0
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",30.21
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",0
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",42.25
-98.389444,17.755278,OAX,ZALOX,"Zapotitl·n Lagunas, Oax.",0
-102.788333,21.8075,OAX,ZAPOX,"Zapotitl·n Palmas, Oax.",0
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",0.01
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",0
-98.055,18.277222,PUE,ADOPB,"Acatl·n de Osorio, Pue.",0
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",0
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",0
