LON,LAT,EDO,CLAVE_SIH,NOMBRE,ENE
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",0
-98.92,18.9875,MOR,TOTMR,"Totoloapan, Mor.",0
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",0
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",0
-99.188333,18.521111,MOR,XICMR,"Xicatlacotla, Mor.",0
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",0
-99.1,18.9,MOR,YAHMR,"Yautepec, Mor.",0
-99.200833,18.636667,MOR,ZCTMR,"Zacatepec, Mor.",0
-105.403333,22.479444,NAY,ACAPONETA,"Acaponeta, Nay. SMN*",0
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",0
-104.450833,21.428333,NAY,CJNNR,"Leonardo RodrÌguez Alcaine, Nay.",0.3
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",3
-104.516944,22.250833,NAY,JMANR,"Jes˙s MarÌa, Nay.",0
-105.020833,22.377778,NAY,PAJNR,"Pajaritos, Nay.",0.06
-104.8,21.8,NAY,RSRNR,"Reguladora San Rafael, Nay.",0
-104.891944,21.489444,NAY,TEPNR,"Tepic, Nay.",1.3
-99.680556,24.883333,NL,ADJNL,"Las Adjuntas, N.L.",10.5
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",10.5
-100.011944,25.272778,NL,AL2NL,"Allende Dos, N. L.",53.85
-100.134444,27.24,NL,ANHNL,"An·huac, N.L.",9.57
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",9.33
-99.911667,24.321944,NL,ASCNL,"La AscensiÛn, N.L.",4.52
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",27.31
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",31.32
-100.274722,25.800556,NL,CANNL,"El Canad·, N.L.",31.25
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N. L.",17.22
-99.276944,25.711667,NL,CCHNL,"Cuchillo-Solidaridad, N.L.",20.44
-100.172222,25.952222,NL,CDFNL,"CiÈnega de Flores, N.L.",54
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",67.03
-99.746944,27.699167,NL,COLOMBIA,"Colombia, N.L. SGT*",18
-99.399722,24.9375,NL,CPRNL,"JosÈ LÛpez Portillo, N.L.",21.43
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",19.71
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",37.73
-100.172778,23.676389,NL,DARNL,"Doctor Arroyo, N.L.",6
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",35
-100.308333,25.576944,NL,ELDIENTE,"El Diente SMN, N. L.",52.2
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",2.9
-99.975556,25.765,NL,LAARENA,"La Arena, N.L. SGT*",55
-100.128056,25.428056,NL,LBCNL,"La Boca, N.L.",38.2
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",27.05
-99.401389,25.898333,NL,LosHerrera,"Los Herrera, N.L. SGT*",27.25
-99.196667,26.022222,NL,MDRNL,"Madero, N.L.",29.24
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",51.74
-100.271667,25.6825,NL,MTRNL,"Monterrey, N.L.",36.32
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",9.73
-100.304722,25.733611,NL,OBSNL,"Observatorio de Nuevo LeÛn, N.L.",36.32
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",15.03
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",15.03
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",7.01
-99.77,25.503611,NL,Tepehuaje,"Cadereyta, N.L. SGT*",34.25
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",8
-95.698889,16.009167,OAX,ASTOX,"Astata, Oax.",92.7
-96.53,17.43,OAX,ATEOX,"Atepec, Oax.",4
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",9
-96.716667,17.066667,OAX,BAEOX,"Base AÈrea, Oax.",1.8
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",0.01
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",143.31
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",1.84
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",26.07
-96.416667,18.233333,OAX,DPSOX,"Dique Pescaditos, Oax.",101.04
-95.424722,16.436389,OAX,EMAOX,"El MarquÈs (RÌo Tehuantepec), Oax.",0.01
-97.783333,17.8,OAX,HLOOX,"Observatorio de Huajuapan de LeÛn, Oax.",1.8
-96.133889,15.814722,OAX,HUATULCOmar,"Huatulco, Oax. SEMAR*",0
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",0
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",40
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Ju·rez, Oax.",0
-95.033333,16.433333,OAX,JUCOX,"Juchitan, Oax.",0
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",0
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",0
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",1.5
-97.688333,15.966667,OAX,LCHACAHUA,"Laguna Chacahua, Oax. SMN*",0
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",0
-95.483333,17.45,OAX,MAROX,"MarÌa Lombardo, Oax.",28.04
-95.036389,16.882778,OAX,MROOX,"MatÌas Romero, Oax. SMN*",19.83
-96.779722,18.360278,OAX,NAROX,"Naranjastitla, Oax.",82.86
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",0.4
-96.7,17,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",2.8
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",0
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",37.17
-96.483333,15.666667,OAX,PTAOX,"Puerto ¡ngel, Oax.",0
-95.281389,16.476111,OAX,RHOOX,"RÌo Hondo, Oax.",0.01
-95.916667,17.733333,OAX,RMLOX,"RÌo Manso Lalana, Oax.",102.2
-97.725,16.102778,OAX,RVEOX,"RÌo Verde, Oax.",0
-95.165,16.283056,OAX,SBLOX,"San Blas Atempa, Oax.",0
-96.55,17.266667,OAX,SCIOX,"Ixtepeji (S. Catarina I.), Oax.",0
-95.2,16.183333,OAX,SCROX,"Salina Cruz, Oax.",2
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",143.5
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",5.22
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",70.11
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",0
-96.412222,18.232222,OAX,TEMOX,"Presidente Alem·n, Oax.",31.9
-95.6,16.416667,OAX,TEQOX,"Tequisistl·n, Oax.",0.01
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",97.53
-96.381389,17.925556,OAX,UCFOX,"CFE-Usila, Oax.",140.8
-94.833333,16.45,OAX,UHGOX,"UniÛn Hidalgo, Oax.",0
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",122.14
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",0
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",58.82
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",0
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",0
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",0
-98.055,18.277222,PUE,ADOPB,"Acatl·n de Osorio, Pue.",0
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",8.9
-98.148056,20.033056,PUE,AHUPB,"Ahuazontepec, Pue.",10.7
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",13.01
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",2.4
-97.881111,20.385833,PUE,AVCPB,"¡vila Camacho, Pue.",7.56
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires, Pue. CFE.",46.21
-98.108611,18.9125,PUE,BDDPB,"Manuel ¡vila Camacho, Pue.",0
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serd·n, Pue.",4.5
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",0
-97.360833,18.316389,PUE,CHCPB,"Chilac, Pue.",0
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",0
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",2
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",0
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",1.4
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",4.42
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",0
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",0.01
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan, Pue.",112.55
-98.275556,18.966111,PUE,ECHPB,"EcheverrÌa, Pue.",0
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",8.7
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",0
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",38.22
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",0.01
-98.466389,18.610833,PUE,IZMPB,"Iz˙car de Matamoros, Pue.",0
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",0
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",4
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",29.8
-98.002222,20.216389,PUE,NECAXASGT,"Necaxa, Pue. SGT*",13.3
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",10.2
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",0.04
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatl·n de Valle, Pue. SGT*",12.6
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",3
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",0.01
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",9.3
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",2.8
-97.616667,19.25,PUE,QUIPB,"Quimixtl·n, Pue.",1.02
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo (Ayotoxco), Pue.",36.2
-98.22,19.113056,PUE,SCRPB,"San CristÛbal Caleras, Pue.",3.8
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",0.02
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",57.53
-97.486389,19.952778,PUE,STLPB,"Sontalaco, Pue. CFE.",41.5
-97.7925,20.004444,PUE,TDRPB,"Tepango de RodrÌguez, Pue.",57.7
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",0
-97.395556,18.479167,PUE,TEHPB,"Tehuac·n, Pue.",0
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",0
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",8.31
-97.794167,20.000833,PUE,TEPPB,"Tepexic, Pue.",20.2
-97.430556,18.468889,PUE,TETPB,"Teopilco, Pue.",0
-97.390556,19.887778,PUE,TEZIUTLAN,"Teziutl·n, Pue. SMN*",18.6
-97.956944,19.815278,PUE,TEZPB,"Teziutl·n, Pue.",19.54
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de DÌaz, Pue.",39.23
-98.040556,20.374167,PUE,TLXPB,"Tlaxco, Pue.",0.01
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",1
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",60.94
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",13.5
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Ju·rez, Pue.",31.04
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",20.2
-97.011389,18.332222,PUE,ZOQPB,"Zoquitl·n, Pue.",1.03
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",13.5
-100.490833,20.592222,QRO,ADJQT,"Las Adjuntas, Qro. SGT*",0
-100.269444,20.704167,QRO,AMZQT,"Amazcala, Qro. SGT*",0
-100.354167,20.5025,QRO,BATQT,"El Bat·n, Qro.",0
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",0
-100.080278,20.418611,QRO,CNSQT,"ConstituciÛn de 1917, Qro.",0.8
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",0
-100.366667,20.566667,QRO,GHQQT,"Gerencia Hidalgo, Qro.",0
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",12
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",9.2
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",0
-100.23,20.62,QRO,MARQT,"El MarquÈs, Qro.",0
-100.366667,20.566667,QRO,OBSQT,"Observatorio de QuerÈtaro, Qro.",0
-99.815,21.055833,QRO,PMLQT,"PeÒamiller, Qro.",0
-100,20.3625,QRO,SJSQT,"San JosÈ, Qro.",7.2
-86.886944,21.142778,QROO,CANCUN_ESIME,"Canc˙n, Q. Roo. SMN* ESIME",89.6
-86.820278,21.156667,QROO,CANQR,"Canc˙n, Q. Roo.",99.62
-87.300556,18.755556,QROO,CHINCHORROMAR,"Banco Chinchorro, Q. Roo. SEMAR*",112.93
-88.3275,18.500556,QROO,CHOQR,"Chetumal, Q. Roo.",44.13
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",159.4
-88.045,19.575556,QROO,FCRQR,"Felipe Carrillo Puerto, Q. Roo.",36.2
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",167.2
-106.654167,24.047222,SIN,ACTSI,"Acatit·n, Sin.",3.96
-109.183333,25.916667,SIN,AHMSI,"Ahome, Sin.",8.51
-107.383333,25.090278,SIN,AL2SI,"El Varejonal (hidro), Sin.",0.01
-107.388333,25.101389,SIN,ALMSI,"Adolfo LÛpez Mateos, Sin.",0
-108.7,25.7,SIN,ARCSI,"Adolfo RuÌz CortÌnes, Sin.",8
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",0.01
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",1.02
-108.329167,26.736111,SIN,CHXSI,"Choix EstaciÛn, Sin.",94.3
-107.4,24.816667,SIN,CLCSI,"Culiac·n, Sin.",0.51
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",13.01
-107.35,24.316667,SIN,DRDSI,"El Dorado, Sin.",0
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",4.6
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",23.2
-108.316667,26.083333,SIN,GB2SI,"El Sabinal (hidro), Sin.",14.02
-108.3275,28.95,SIN,GBESI,"Ing. Guillermo Blake Aguilar, Sin.",14
-107.911944,25.855278,SIN,GD2SI,"Bacurato (hidro) presa Gustavo Diaz Ord·z, Sin.",0.02
-107.911111,25.856667,SIN,GDOSI,"Gustavo DÌaz Ordaz, Sin.",0
-108.091667,25.469444,SIN,GMCSI,"Guam˙chil, Sin.",5.01
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",6.2
-107.225,25.344444,SIN,GTNSI,"Guatenipa, Sin.",2.51
-109.333333,25.983333,SIN,HDZSI,"Higuera de Zaragoza, Sin.",17.61
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",1.3
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",0
-106.807222,24.571667,SIN,JLPSI,"JosÈ LÛpez Portillo, Sin.",0.01
-108.013889,25.9,SIN,JNASI,"Jaina, Sin.",8.03
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de DomÌnguez, Sin.",16.5
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",0
-108.35,26.904167,SIN,LD2SI,HUITES (HIDRO),23.02
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",15
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",7.91
-106.4,23.233333,SIN,MZTSI,"Mazatl·n, Sin.",0
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiac·n, Sin.",0
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",16
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",1.5
-107.755833,25.124722,SIN,RAVSI,"EstaciÛn Rancho Viejo, Sin.",0.01
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",0
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",30.5
-107.5,25.3,SIN,SJNSI,"San Juan, Sin.",1.21
-107.1,24.8,SIN,SLRSI,"San Lorenzo, Sin.",0.01
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaino, Sin.",3
-107.158333,24.813889,SIN,SN2SI,"Sanalona (hidro), Sin.",0.11
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",0.1
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",0.01
-108.129167,26.9,SIN,TBRSI,"San Francisco, Sin.",34.7
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",0
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",0.01
-108.359722,25.741667,SIN,ZOPSI,"El Zopilote, Sin.",5.41
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",53
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",19
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",25.4
-100.820556,21.88,SLP,IVGSL,"ValentÌn Gama, S.L.P.",3.4
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",3.54
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",111.1
-98.8,21.333333,SLP,MTPSL,"Matlapa, S.L.P.",29.4
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",19.4
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",3.4
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya (San Ciro), S.L.P.",3.85
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",24.8
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",79.4
-99.995,21.931389,SLP,RVDSL,"RÌo Verde, S.L.P.",8.7
-101.683333,22.633333,SLP,SDHSL,"Salina de Hidalgo, S.L.P.",9.21
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",0.01
-101.019167,22.148056,SLP,SLPSL,"San Luis PotosÌ, S.L.P.",0.2
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",11.6
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",34
-99.146111,21.822222,SLP,TANCHACHIN,"TanchachÌn, S.L.P. SGT*",38.5
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",68.3
-98.773333,22.003611,SLP,TMISL,"TamuÌn, S.L.P.",19.4
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",89.4
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",24.51
-102.371667,21.78,SON,AGCSO,"Agua Caliente, Son.",20.5
-108.937778,27.021667,SON,ALMSO,"¡lamos, Son.",3.01
-111.733333,30.716667,SON,ALTSO,"Altar, Son.",6.01
-109.8925,27.8225,SON,AOBSO,"¡lvaro ObregÛn, Son.",14.51
-109.106667,27.226111,SON,ARCSO,"Adolfo RuÌz CortÌnes, Son.",20.1
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",39.31
-110.92,29.076667,SON,ARLSO,"Abelardo RodrÌguez Lujan, Son.",25.7
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",32
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",28.1
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",27.32
-110.215,30.003611,SON,BNMSO,"Banamichi, Son.",25.5
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",5.82
-111.516389,30.873333,SON,CHTSO,"CuauhtÈmoc, Son.",40.02
-110.736389,29.472222,SON,CJNSO,"El CajÛn, Son.",27.51
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",34.3
-109.938056,27.5,SON,COBSO,"Ciudad ObregÛn, Son.",17.71
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",16.01
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",13.6
-110.8,27.95,SON,EPLSO,"Empalme, Son.",7.2
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",10.3
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",25.7
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",25.7
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",49
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",28.7
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",8.9
-109.378889,30.437778,SON,LCDSO,"L·zaro C·rdenas, Son.",17
-110.137778,29.003611,SON,MZTSO,"Mazat·n, Son.",3
-109.6875,30.374444,SON,NCZSO,"Nacozari, Son.",39.3
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",19.9
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",22.42
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",3.72
-110.706111,29.229722,SON,ORGSO,"El Oregano, Son.",9.11
-109.083333,29.433333,SON,PDNSO,"Paso Nacori, Son.",11.11
-109.642222,28.976667,SON,PECSO,"Plutarco ElÌas Calles, Son.",14
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo FÈlix ValdÈs, Son.",20.71
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",8.82
-112.116667,30.697778,SON,PTQSO,"Pitiquito, Son.",4.01
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",21.5
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",3.2
-110.239167,28.713333,SON,SJPSO,"San JosÈ de Pimas, Son.",17
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",30.52
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",6.51
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",12.1
-110.289722,27.643611,SON,VCMSO,"VÌcam, Son.",9.5
-108.927778,28.371389,SON,YCRSO,"YÈcora, Son.",29.52
-93.488333,17.546667,TAB,AMACONITE2ASEC,"Amacohite 2a SecciÛn P. Civil, Tab.",193
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",100.2
-93.413611,17.808889,TAB,CARTB,"C·rdenas, Tab.",198.5
-91.229167,17.289722,TAB,CUSUMACINTA,"CaÒÛn Usumacinta, Tab. SMN*",66
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",216.9
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",199.8
-92.916667,17.966667,TAB,GABTB,"Gaviotas 2, Tab.",4.1
-93,17.975,TAB,GONTB,"Gonz·lez, Tab.",167.3
-92.807778,18.037222,TAB,LAGSANJULIAN,"Laguna San Julian, Tab. SGT*",10.02
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",134.8
-92.753333,17.391667,TAB,OXOTB,"Oxolot·n, Tab.",217.3
-93.33,18.42,TAB,PARAISO,"ParaÌso, Tab. SMN*",137
-93.386111,17.769444,TAB,PAREDON,"ParedÛn HC, Tab. SGT*",72.8
-92.646389,18.406389,TAB,PCENTLA,"Pantanos de Centla, Tab. SMN*",22.4
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",125.85
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",274.7
-93.291667,17.979167,TAB,SAMTB,"Samaria, Tab.",89.9
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",44.7
-92.816667,17.466667,TAB,TAPTB,"Tapijulapa, Tab.",266.1
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",235.8
-92.96,17.96,TAB,VIEJOMEZCALAPA,"Viejo Mezcalapa, Tab. SGT*",12.4
-93.8325,17.965556,TAB,ZAMAPA2ASECC,"Zamapa 2a. SecciÛn, Tab. ProtecciÛn Civil*",120
-99.148889,22.987778,TAMS,AHUALULCOTP,"Ahualulco, Tamps. SGT*",14.3
-97.926944,22.386111,TAMS,BALTP,"Bombas Altamira, Tamps.",92.82
-99.215278,24.103333,TAMS,BARRETALI,"Barretal 1, Tamps. SGT*",17
-99.123333,24.079444,TAMS,BARRETALII,"Barretal 2, Tamps. SGT*",25.1
-99.123056,24.080556,TAMS,BR1TP,"El Barretal 1, Tamps.",17.4
-99.215,24.1025,TAMS,BRRTP,"El Barretal, Tamps.",25.9
-97.772222,23.051944,TAMS,BTORDO,"Barra del Tordo, Tamps. SMN*",42.67
-98.5975,26.238056,TAMS,CDOTP,"S-J-2-18 Ciudad DÌaz Ordaz, Tamps.",33.92
-98.8,26.25,TAMS,CMGTP,"S-J-2-11 Camargo, Tamps.",38.04
-99.25,26.416667,TAMS,CMRTP,"Mier, Tamps.",32.92
-97.818333,25.638889,TAMS,CONTP,"Control, Tamps.",23.22
-99.166667,23.716667,TAMS,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",54.41
-99.1875,23.730278,TAMS,CVTTP,"Ciudad Victoria (Gerencia), Tamps.",44.11
-99.083333,23.383333,TAMS,ENNTP,"La Encantada, Tamps.",8.6
-98.691667,22.605,TAMS,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",0
-98.1575,24.842778,TAMS,FD2TP,"San Fernando, Tamps. SMN*",7.37
-98.158333,24.843889,TAMS,FDOTP,"San Fernando, Tamps.",22.2
-99.170556,26.560278,TAMS,FLCTP,"Internacional FalcÛn, Tamps.",13.8
-99.148889,23.023056,TAMS,GOMEZFARIAS,"GÛmez FarÌas, Tamps. SGT*",5
-99.233611,26.408889,TAMS,LBLTP,"Derivadora Las Blancas, Tamps.",33.27
-99.116667,22.833333,TAMS,LSRTP,"La Servilleta, Tamps.",3.8
-98.713611,22.796944,TAMS,MAGISCATZIN,MagiscatzÌn Tamps. SGT*,16.4
-99.551111,24.566667,TAMS,MAGTP,"Magueyes, Tamps.",23.2
-99.546944,24.570278,TAMS,MAGUEYES,"Magueyes, Tamps. SGT*",22.6
-97.522778,25.833333,TAMS,MATTP,"Matamoros, Tamps.",34.52
-97.844167,22.283889,TAMS,MDRTP,"Madero, Tamps.",141.6
-99.040833,26.374167,TAMS,MGATP,"S-J-1-2 Miguel Alem·n, Tamps.",33.02
-98.705556,22.795833,TAMS,MGSTP,"MagiscatzÌn Dos, Tamps.",17
-99.434444,24.2525,TAMS,MHGTP,"Miguel Hidalgo, Tamps.",23.4
-98.925556,26.204722,TAMS,MRGTP,"Marte Rodolfo GÛmez, Tamps.",41.52
-99.53,27.44,TAMS,NUEVOLAREDO,"Nuevo Laredo, Tamps. SGT*",8.5
-99.490278,27.495556,TAMS,NVLTP,"Nuevo Laredo, Tamps.",8.6
-98.901944,24.041389,TAMS,PADILLA,"Padilla, Tamps. SGT*",8.4
-98.9,24.05,TAMS,PADTP,"Padilla, Tamps.",8.4
-97.8,25.8,TAMS,PANTP,"Pueblo An·huac, Tamps.",43.23
