LON,LAT,EDO,CLAVE_SIH,NOMBRE,MAY
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",51.73
-99.579444,24.876111,NL,CAMACHO,"Camacho, N.L. SGT*",49.5
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",55.1
-100.274722,25.800556,NL,CANNL,"El Canad·, N.L.",60.01
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N. L.",160.37
-99.276944,25.711667,NL,CCHNL,"Cuchillo-Solidaridad, N.L.",115.02
-100.172222,25.952222,NL,CDFNL,"CiÈnega de Flores, N.L.",11.07
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",48.56
-99.399722,24.9375,NL,CPRNL,"JosÈ LÛpez Portillo, N.L.",181.74
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",30.8
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",199.81
-100.172778,23.676389,NL,DARNL,"Doctor Arroyo, N.L.",0
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",45.01
-100.308333,25.576944,NL,ELDIENTE,"El Diente SMN, N. L.",51.2
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",21.83
-99.975556,25.765,NL,LAARENA,"La Arena, N.L. SGT*",29.75
-100.128056,25.428056,NL,LBCNL,"La Boca, N.L.",49.8
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",99.07
-99.195833,26.023611,NL,LOSALDAMA,"Los Aldama, N.L. SMN*",10.75
-99.401389,25.898333,NL,LosHerrera,"Los Herrera, N.L. SGT*",138.5
-99.196667,26.022222,NL,MDRNL,"Madero, N.L.",88.11
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",51.24
-100.271667,25.6825,NL,MTRNL,"Monterrey, N.L.",81.14
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",7.25
-100.304722,25.733611,NL,OBSNL,"Observatorio de Nuevo LeÛn, N.L.",81.14
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",246.04
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",18.52
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",10.52
-99.77,25.503611,NL,Tepehuaje,"Cadereyta, N.L. SGT*",38.5
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",25
-96.53,17.43,OAX,ATEOX,"Atepec, Oax.",59.52
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",46.7
-96.716667,17.066667,OAX,BAEOX,"Base AÈrea, Oax.",97.21
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",71.31
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",139
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",93.11
-102.712222,21.849167,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",224.4
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",42.01
-96.416667,18.233333,OAX,DPSOX,"Dique Pescaditos, Oax.",122.4
-97.783333,17.8,OAX,HLOOX,"Observatorio de Huajuapan de LeÛn, Oax.",31.83
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",109.01
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",278.5
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Ju·rez, Oax.",105
-95.033333,16.433333,OAX,JUCOX,"Juchitan, Oax.",99.1
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",107.5
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",219
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",52.3
-97.688333,15.966667,OAX,LCHACAHUA,"Laguna Chacahua, Oax. SMN*",101
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",83.51
-95.483333,17.45,OAX,MAROX,"MarÌa Lombardo, Oax.",50.12
-95.036389,16.882778,OAX,MROOX,"MatÌas Romero, Oax. SMN*",70.1
-96.779722,18.360278,OAX,NAROX,"Naranjastitla, Oax.",150.51
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",136.33
-96.7,17,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",156.21
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",159
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",19.51
-96.483333,15.666667,OAX,PTAOX,"Puerto ¡ngel, Oax.",62
-95.281389,16.476111,OAX,RHOOX,"RÌo Hondo, Oax.",75.7
-95.916667,17.733333,OAX,RMLOX,"RÌo Manso Lalana, Oax.",110.2
-97.725,16.102778,OAX,RVEOX,"RÌo Verde, Oax.",53.6
-95.165,16.283056,OAX,SBLOX,"San Blas Atempa, Oax.",96.02
-96.55,17.266667,OAX,SCIOX,"Ixtepeji (S. Catarina I.), Oax.",41.5
-95.2,16.183333,OAX,SCROX,"Salina Cruz, Oax.",72.4
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",187.6
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",34.64
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",168.1
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",68.01
-96.412222,18.232222,OAX,TEMOX,"Presidente Alem·n, Oax.",106.1
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",31.92
-96.381389,17.925556,OAX,UCFOX,"CFE-Usila, Oax.",206.31
-94.833333,16.45,OAX,UHGOX,"UniÛn Hidalgo, Oax.",164.01
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",395.31
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",33.02
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",171.1
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",6.03
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",88.1
-98.055,18.277222,PUE,ADOPB,"Acatl·n de Osorio, Pue.",21.6
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",60.61
-98.148056,20.033056,PUE,AHUPB,"Ahuazontepec, Pue.",31.9
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",177.21
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",22.5
-97.881111,20.385833,PUE,AVCPB,"¡vila Camacho, Pue.",77.01
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires, Pue. CFE.",117.81
-98.108611,18.9125,PUE,BDDPB,"Manuel ¡vila Camacho, Pue.",58.02
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serd·n, Pue.",60
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",63
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",55.8
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",29.5
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",37.7
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",33.7
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",36
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",41.3
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",41.41
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan, Pue.",112.01
-98.275556,18.966111,PUE,ECHPB,"EcheverrÌa, Pue.",74.04
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",35.11
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",17
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",64.8
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",14.1
-98.466389,18.610833,PUE,IZMPB,"Iz˙car de Matamoros, Pue.",48.02
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",13
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",19.21
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",3.5
-98.002222,20.216389,PUE,NECAXASGT,"Necaxa, Pue. SGT*",70
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",40.5
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",9.03
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",38.01
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",12.63
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",43.5
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",35.5
-97.616667,19.25,PUE,QUIPB,"Quimixtl·n, Pue.",45.7
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo (Ayotoxco), Pue.",37
-98.22,19.113056,PUE,SCRPB,"San CristÛbal Caleras, Pue.",42.91
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",7.25
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",114.41
-97.486389,19.952778,PUE,STLPB,"Sontalaco, Pue. CFE.",160.91
-97.7925,20.004444,PUE,TDRPB,"Tepango de RodrÌguez, Pue.",122.52
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",34.2
-97.395556,18.479167,PUE,TEHPB,"Tehuac·n, Pue.",43
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",18.8
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",37.5
-97.794167,20.000833,PUE,TEPPB,"Tepexic, Pue.",49.3
-97.430556,18.468889,PUE,TETPB,"Teopilco, Pue.",54.8
-97.390556,19.887778,PUE,TEZIUTLAN,"Teziutl·n, Pue. SMN*",100.6
-97.956944,19.815278,PUE,TEZPB,"Teziutl·n, Pue.",38.02
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de DÌaz, Pue.",157.3
-98.040556,20.374167,PUE,TLXPB,"Tlaxco, Pue.",0.03
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",23.03
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",53.71
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",15.7
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Ju·rez, Pue.",82.61
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",46.8
-97.011389,18.332222,PUE,ZOQPB,"Zoquitl·n, Pue.",105.02
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",18.01
-100.269444,20.704167,QRO,AMZQT,"Amazcala, Qro. SGT*",3.4
-100.354167,20.5025,QRO,BATQT,"El Bat·n, Qro.",15
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",9.5
-100.080278,20.418611,QRO,CNSQT,"ConstituciÛn de 1917, Qro.",0
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",12
-100.366667,20.566667,QRO,GHQQT,"Gerencia Hidalgo, Qro.",0.5
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",2
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",3
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",17.4
-100.23,20.62,QRO,MARQT,"El MarquÈs, Qro.",22
-100.366667,20.566667,QRO,OBSQT,"Observatorio de QuerÈtaro, Qro.",7.3
-99.815,21.055833,QRO,PMLQT,"PeÒamiller, Qro.",35.5
-100,20.3625,QRO,SJSQT,"San JosÈ, Qro.",0.3
-86.886944,21.142778,QROO,CANCUN_ESIME,"Canc˙n, Q. Roo. SMN* ESIME",31.2
-86.820278,21.156667,QROO,CANQR,"Canc˙n, Q. Roo.",34.9
-88.3275,18.500556,QROO,CHOQR,"Chetumal, Q. Roo.",16.52
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",22.1
-88.045,19.575556,QROO,FCRQR,"Felipe Carrillo Puerto, Q. Roo.",57.7
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",51.3
-109.183333,25.916667,SIN,AHMSI,"Ahome, Sin.",0
-107.383333,25.090278,SIN,AL2SI,"El Varejonal (hidro), Sin.",0
-107.388333,25.101389,SIN,ALMSI,"Adolfo LÛpez Mateos, Sin.",0
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",0
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",0
-108.329167,26.736111,SIN,CHXSI,"Choix EstaciÛn, Sin.",0
-107.4,24.816667,SIN,CLCSI,"Culiac·n, Sin.",0
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",0
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",0
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",0
-108.316667,26.083333,SIN,GB2SI,"El Sabinal (hidro), Sin.",0
-108.3275,28.95,SIN,GBESI,"Ing. Guillermo Blake Aguilar, Sin.",0
-107.911944,25.855278,SIN,GD2SI,"Bacurato (hidro) presa Gustavo Diaz Ord·z, Sin.",0
-107.911111,25.856667,SIN,GDOSI,"Gustavo DÌaz Ordaz, Sin.",0
-108.091667,25.469444,SIN,GMCSI,"Guam˙chil, Sin.",0
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",0
-107.225,25.344444,SIN,GTNSI,"Guatenipa, Sin.",0
-109.333333,25.983333,SIN,HDZSI,"Higuera de Zaragoza, Sin.",0
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",0
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",0
-106.807222,24.571667,SIN,JLPSI,"JosÈ LÛpez Portillo, Sin.",0
-108.013889,25.9,SIN,JNASI,"Jaina, Sin.",0
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de DomÌnguez, Sin.",0
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",0
-108.35,26.904167,SIN,LD2SI,HUITES (HIDRO),0
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",0
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",0
-106.4,23.233333,SIN,MZTSI,"Mazatl·n, Sin.",0
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiac·n, Sin.",0
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",0
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",0
-107.755833,25.124722,SIN,RAVSI,"EstaciÛn Rancho Viejo, Sin.",0
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",0
-107.5,25.3,SIN,SJNSI,"San Juan, Sin.",0
-107.1,24.8,SIN,SLRSI,"San Lorenzo, Sin.",0
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaino, Sin.",0
-107.158333,24.813889,SIN,SN2SI,"Sanalona (hidro), Sin.",0
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",0
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",0.01
-108.129167,26.9,SIN,TBRSI,"San Francisco, Sin.",0
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",0
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",0
-108.359722,25.741667,SIN,ZOPSI,"El Zopilote, Sin.",0
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",74.92
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",26.4
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",0
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",10
-100.820556,21.88,SLP,IVGSL,"ValentÌn Gama, S.L.P.",0.17
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",166.76
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",71.6
-98.8,21.333333,SLP,MTPSL,"Matlapa, S.L.P.",39.1
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",68.7
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",0.17
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya (San Ciro), S.L.P.",24
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",49.4
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",73.4
-99.995,21.931389,SLP,RVDSL,"RÌo Verde, S.L.P.",2.4
-101.683333,22.633333,SLP,SDHSL,"Salina de Hidalgo, S.L.P.",0
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",2.9
-101.019167,22.148056,SLP,SLPSL,"San Luis PotosÌ, S.L.P.",2
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",22.01
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",39.6
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",12.6
-98.773333,22.003611,SLP,TMISL,"TamuÌn, S.L.P.",7.6
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",27.8
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",11
-102.371667,21.78,SON,AGCSO,"Agua Caliente, Son.",0
-108.937778,27.021667,SON,ALMSO,"¡lamos, Son.",0
-111.733333,30.716667,SON,ALTSO,"Altar, Son.",4
-109.8925,27.8225,SON,AOBSO,"¡lvaro ObregÛn, Son.",0
-109.106667,27.226111,SON,ARCSO,"Adolfo RuÌz CortÌnes, Son.",0
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",4.91
-110.92,29.076667,SON,ARLSO,"Abelardo RodrÌguez Lujan, Son.",0.01
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",4
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",8.2
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",8
-110.215,30.003611,SON,BNMSO,"Banamichi, Son.",0
-109.666667,26.95,SON,BSCSO,"Basconcobe, Son.",0
-109.968333,27.3,SON,C1CSO,"Calle Mil Doscientos y Canal Bajo, Son.",0
-110.013056,27.483889,SON,C2CSO,"Calle Doscientos y Canal Bajo, Son.",0.01
-109.979722,27.410278,SON,C6CSO,"Calle Seiscientos y Canal Bajo, Son.",0
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",0
-109.904444,27.776667,SON,CHCSO,"Chiculi, Son.",0
-111.516389,30.873333,SON,CHTSO,"CuauhtÈmoc, Son.",18.01
-109.495,27.011944,SON,CINSO,"Casa del Ciano, Son.",0
-110.736389,29.472222,SON,CJNSO,"El CajÛn, Son.",0
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",12.2
-109.938056,27.5,SON,COBSO,"Ciudad ObregÛn, Son.",0.01
-110.180278,27.300556,SON,CP1SO,"Calle Cuatro y ProlongaciÛn Doce, Son.",0
-110.248611,27.425556,SON,CP6SO,"Calle Cuatro y ProlongaciÛn Seis, Son.",0.01
-109.636944,27.244167,SON,CRCSO,"C·rcamo, Son.",0.01
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",11.9
-110.8,27.95,SON,EPLSO,"Empalme, Son.",0
-109.629167,26.906944,SON,ETCSO,"Etchojoa, Son.",0
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",0.01
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",0.01
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",20
-109.904167,27.713056,SON,HORSO,"Hornos, Son.",0
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",21
-109.630556,26.822778,SON,HTBSO,"Huatabampo, Son.",0
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",1.01
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",0
-109.701944,26.801944,SON,JPRSO,"J˙pare, Son.",0
-109.6,27.1,SON,K10SO,"km 108 de Canal Alto, Son.",0.01
-109.896389,27.706667,SON,K14SO,"km 14 de Canal Alto, Son.",0
-108.8725,27.642222,SON,K25SO,"km 25 de Canal Alto, Son.",0.01
-109.873889,27.560278,SON,K39SO,"km 39 de Canal Alto, Son.",0.01
-109.858611,27.354444,SON,K68SO,"km 68 de Canal Alto, Son.",0.01
-109.933333,27.483333,SON,K91SO,"km 91 de Canal Alto, Son.",0.01
-109.378889,30.437778,SON,LCDSO,"L·zaro C·rdenas, Son.",3.6
-109.710833,26.878611,SON,LNDSO,"Lindero, Son.",0
-109.402222,26.806667,SON,MMNSO,"Mumuncuera, Son.",0
-110.137778,29.003611,SON,MZTSO,"Mazat·n, Son.",9
-109.542778,27.076944,SON,NCHSO,"Nachuquis, Son.",0
-109.6875,30.374444,SON,NCZSO,"Nacozari, Son.",1.6
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",0.6
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",0
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",3
-110.706111,29.229722,SON,ORGSO,"El Oregano, Son.",1.61
-109.083333,29.433333,SON,PDNSO,"Paso Nacori, Son.",0.01
-109.642222,28.976667,SON,PECSO,"Plutarco ElÌas Calles, Son.",0
-109.930278,27.598333,SON,PFDSO,"Porfirio DÌaz, Son.",0
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo FÈlix ValdÈs, Son.",0.02
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",0.01
-112.116667,30.697778,SON,PTQSO,"Pitiquito, Son.",10
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",0.02
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",0
-110.239167,28.713333,SON,SJPSO,"San JosÈ de Pimas, Son.",0
-114.783333,32.483333,SON,SLCSO,"San Luis RÌo Colorado, Son.",0
-109.453333,26.918333,SON,SNHSO,"Sinahuiza, Son.",0
-109.623611,27.025833,SON,SPESO,"San Pedro, Son.",0
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",0.01
-109.358333,27.171111,SON,TESSO,"Tesia, Son.",0
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",0.01
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",0
-110.289722,27.643611,SON,VCMSO,"VÌcam, Son.",0.01
-109.841944,27.125556,SON,VJZSO,"Villa Ju·rez, Son.",0
-109.223056,26.983611,SON,VRNSO,"Veranito, Son.",0
-108.927778,28.371389,SON,YCRSO,"YÈcora, Son.",0.01
-93.488333,17.546667,TAB,AMACONITE2ASEC,"Amacohite 2a SecciÛn P. Civil, Tab.",74
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",107.8
-93.413611,17.808889,TAB,CARTB,"C·rdenas, Tab.",2.1
-91.229167,17.289722,TAB,CUSUMACINTA,"CaÒÛn Usumacinta, Tab. SMN*",114
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",12.4
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",7.5
-92.916667,17.966667,TAB,GABTB,"Gaviotas 2, Tab.",0
-93,17.975,TAB,GONTB,"Gonz·lez, Tab.",14
-92.807778,18.037222,TAB,LAGSANJULIAN,"Laguna San Julian, Tab. SGT*",2.06
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",110.2
-92.753333,17.391667,TAB,OXOTB,"Oxolot·n, Tab.",77.2
-93.33,18.42,TAB,PARAISO,"ParaÌso, Tab. SMN*",23.75
-93.386111,17.769444,TAB,PAREDON,"ParedÛn HC, Tab. SGT*",76.6
-92.646389,18.406389,TAB,PCENTLA,"Pantanos de Centla, Tab. SMN*",35.6
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",47.9
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",139.4
-93.291667,17.979167,TAB,SAMTB,"Samaria, Tab.",5.7
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",135.8
-92.816667,17.466667,TAB,TAPTB,"Tapijulapa, Tab.",166
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",131.2
-92.96,17.96,TAB,VIEJOMEZCALAPA,"Viejo Mezcalapa, Tab. SGT*",0.3
-93.8325,17.965556,TAB,ZAMAPA2ASECC,"Zamapa 2a. SecciÛn, Tab. ProtecciÛn Civil*",22.6
-98.370556,24.046667,TAMS,ABASOLO,"Abasolo, Tamps. SGT*",11.4
-98.39,24.065556,TAMS,ABSTP,"Abasolo, Tamps.",11.4
-99.148889,22.987778,TAMS,AHUALULCOTP,"Ahualulco, Tamps. SGT*",59
-97.926944,22.386111,TAMS,BALTP,"Bombas Altamira, Tamps.",11.72
-99.215278,24.103333,TAMS,BARRETALI,"Barretal 1, Tamps. SGT*",104
-99.123056,24.080556,TAMS,BR1TP,"El Barretal 1, Tamps.",94.51
-97.772222,23.051944,TAMS,BTORDO,"Barra del Tordo, Tamps. SMN*",4.82
-98.5975,26.238056,TAMS,CDOTP,"S-J-2-18 Ciudad DÌaz Ordaz, Tamps.",32.91
-98.8,26.25,TAMS,CMGTP,"S-J-2-11 Camargo, Tamps.",73.61
-99.25,26.416667,TAMS,CMRTP,"Mier, Tamps.",50.71
-97.818333,25.638889,TAMS,CONTP,"Control, Tamps.",58.62
-99.166667,23.716667,TAMS,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",39.82
-99.1875,23.730278,TAMS,CVTTP,"Ciudad Victoria (Gerencia), Tamps.",35.23
-99.083333,23.383333,TAMS,ENNTP,"La Encantada, Tamps.",61
-98.691667,22.605,TAMS,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",51.8
-98.1575,24.842778,TAMS,FD2TP,"San Fernando, Tamps. SMN*",7.11
-98.158333,24.843889,TAMS,FDOTP,"San Fernando, Tamps.",22.1
-99.170556,26.560278,TAMS,FLCTP,"Internacional FalcÛn, Tamps.",42.5
-99.148889,23.023056,TAMS,GOMEZFARIAS,"GÛmez FarÌas, Tamps. SGT*",53.3
-99.548333,26.816944,TAMS,LASTORTILLASC,"Las Tortillas RÌo Salado, Tamps. SGT*",2.6
-99.233611,26.408889,TAMS,LBLTP,"Derivadora Las Blancas, Tamps.",3
-99.116667,22.833333,TAMS,LSRTP,"La Servilleta, Tamps.",115.4
-98.713611,22.796944,TAMS,MAGISCATZIN,MagiscatzÌn Tamps. SGT*,34.2
-99.551111,24.566667,TAMS,MAGTP,"Magueyes, Tamps.",68.43
-97.522778,25.833333,TAMS,MATTP,"Matamoros, Tamps.",34.83
-97.844167,22.283889,TAMS,MDRTP,"Madero, Tamps.",29.1
-99.040833,26.374167,TAMS,MGATP,"S-J-1-2 Miguel Alem·n, Tamps.",170.1
-98.705556,22.795833,TAMS,MGSTP,"MagiscatzÌn Dos, Tamps.",34.2
-99.434444,24.2525,TAMS,MHGTP,"Miguel Hidalgo, Tamps.",54.82
-98.925556,26.204722,TAMS,MRGTP,"Marte Rodolfo GÛmez, Tamps.",33.31
-99.53,27.44,TAMS,NUEVOLAREDO,"Nuevo Laredo, Tamps. SGT*",42
-99.490278,27.495556,TAMS,NVLTP,"Nuevo Laredo, Tamps.",19.1
-98.9,24.05,TAMS,PADTP,"Padilla, Tamps.",49.33
-97.8,25.8,TAMS,PANTP,"Pueblo An·huac, Tamps.",124.53
-98.745833,23.726667,TAMS,PDMTP,"Paso de Molina, Tamps.",32.62
-99.555833,24.2475,TAMS,PJMTP,"Pedro JosÈ MÈndez, Tamps.",47.53
-99.219444,26.406111,TAMS,PLASBLANCAS,"Presa Las Blancas SGT, Tamps.",3
-99.5975,24.184167,TAMS,PTODEVALLES,"Puerto de Valles, Tamps. SGT*",17.7
-99.583333,24.183333,TAMS,PVLTP,"Puerto de Valles, Tamps.",12.9
-99.004167,22.845278,TAMS,RFRTP,"RÌo FrÌo, Tamps.",146.2
-98,25.966667,TAMS,RIBTP,"RÌo Bravo, Tamps.",22.81
