LON,LAT,ESTADO,CLAVE_SIH,NOMBRE,ENE
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",10.2
-99.399722,24.9375,NL,CPRNL,"Cerro Prieto, N.L.",32.8
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",54.1
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",23.5
-100.172778,23.676389,NL,DARNL,"Doctor Arroyo, N.L.",59
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",32.7
-100.245,25.592222,NL,EZ-07,ESTANZUELA SAHM,13.3
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",33.3
-100.014444,25.961944,NL,HGRNL,"Higueras, N.L.",6.5
-99.975556,25.765,NL,LAARENA,LA ARENA SGT,15.8
-100.128056,25.428056,NL,LBCNL,"La Boca, N.L.",24.9
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",20
-99.195833,26.023611,NL,LOSALDAMA,"Los Aldama, N.L.  SGT*",5.3
-99.196667,26.022222,NL,MDRNL,"Madero, N.L.",13.9
-100.383611,25.735833,NL,MI-02,"Mitras, N.L. SAHM*",5.5
-99.833333,25.174167,NL,MTMNL,"MonteMOR, N.L.",43.2
-100.271667,25.6825,NL,MTRNL,"Monterrey, N.L.",9.8
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",35.1
-100.304722,25.733611,NL,OBSNL,"Observatorio, N.L.",9.8
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",80.1
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",3.5
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",8.5
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",14
-96.53,17.43,OAX,ATEOX,"Atepec, Oax.",14.5
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",24.9
-96.716667,17.066667,OAX,BAEOX,"Base AÈrea, Oax.",0
-95.929167,16.647222,OAX,BOQOX,"Boquilla I, Oax.",0
-96.263611,17.999167,OAX,CDOOX,"Cerro de Oro (Miguel de la Madrid), Oax.",218.3
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",4.7
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",45.7
-96.416667,18.233333,OAX,DPSOX,"Dique Pescaditos, Oax.",106.2
-95.424722,16.436389,OAX,EMAOX,"El MarquÈs, Oax.",0
-97.783333,17.8,OAX,HLOOX,"Huaj. de LeÛn Observ., Oax.",0
-96.133889,15.814722,OAX,HUATULCOmar,"Huatulco, Oax. SEMAR*",0
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",0
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",116
-95.397778,16.445556,OAX,JDMOX,"Benito Ju·rez (Jalapa del MarquÈs), Oax.",0
-95.033333,16.433333,OAX,JUCOX,"Juchitan, Oax.",0
-95.2,16.6,OAX,KM1OX,"KM. 33+190, Oax.",0
-95.716667,16.416667,OAX,KM2OX,"KM. 51+740, Oax.",0
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",0
-97.688333,15.966667,OAX,LCHACAHUA,"Laguna Chacahua, Oax. SMN*",0
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",0
-95.483333,17.45,OAX,MAROX,"MarÌa Lombardo, Oax.",70.1
-95.036389,16.882778,OAX,MROOX,"Matias Romero, Oax.  SMN*",12.2
-96.779722,18.360278,OAX,NAROX,NARANJASTITLA,189.2
-97.249167,17.436667,OAX,NOCHISTLAN,"Nochistlan, Oax. SMN*",0
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",0
-96.7,17,OAX,OAOOX,"Oaxaca Obs. Aeropuerto, Oax.",0
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",0
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",59.4
-96.483333,15.666667,OAX,PTAOX,"Puerto ¡ngel, Oax.",0
-96.497222,15.671111,OAX,PUAOX,PUERTO ANGEL SMN,0
-95.916667,17.733333,OAX,RMLOX,RÌo Manso Lalana,155.8
-97.725,16.102778,OAX,RVEOX,"RÌo Verde, Oax.",0
-95.186944,16.168333,OAX,SALINACRUZmar,"Salina Cruz, Oax. SEMAR*",0.8
-96.55,17.266667,OAX,SCIOX,Ixtepeji (S. Catarina I). Oax.,9.5
-95.2,16.183333,OAX,SCROX,"Salina Cruz, Oax.",0
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",321.5
-96.933333,17.516667,OAX,SNAOX,"Santiago Nacaltepec, Oax.",0.1
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",130.1
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",0
-96.412222,18.232222,OAX,TEMOX,"Temazcal (Pdte. Alem·n), Oax.",58.9
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",118.5
-96.381389,17.925556,OAX,UCFOX,"CFE-Usila, Oax.",217.6
-94.833333,16.45,OAX,UHGOX,"UniÛn HGO, Oax.",0
-96.381389,17.925556,OAX,USILACFE,"Usila, Oax. CFE*",0.5
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",265.9
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",0
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",120.4
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",0
-98.285,19.016667,PUE,ACAPB,"Acatepec, Pue.",0
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",0
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",13
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",6
-98.148056,20.033056,PUE,AHUPB,"Ahuazontepec, Pue.",24
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",66
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",0.3
-97.881111,20.385833,PUE,AVCPB,"Avila Camacho, Pue.",54
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires, Pue.",234.9
-98.108611,18.9125,PUE,BDDPB,"Manuel ¡vila Camacho (BalcÛn del Diablo), Pue.",3.2
-97.441667,18.987222,PUE,CDSPB,"Cd. Serd·n, Pue.",1
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",0
-97.360833,18.316389,PUE,CHCPB,"Chilac, Pue.",0
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",5.4
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",0
-98.198611,19.022778,PUE,CNAPB,"C.N.A., Pue.",0
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",20.8
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",27.4
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan, Pue.",390
-98.275556,18.966111,PUE,ECHPB,"EcheverrÌa, Pue.",0
-98.116667,20.083333,PUE,ELCPB,"El Carmen, Pue.",27.1
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",1.7
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",0
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",77.6
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",9.3
-98.466389,18.610833,PUE,IZMPB,"Izucar de Matamoros, Pue.",0
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",7
-98.032222,19.140833,PUE,MALINCHEII,"La Malinche II, Pue. SMN*",6
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Pte., Pue.",0
-97.446667,19.960833,PUE,MAZATEPECCFE,"Mazatepec, Pue. CFE*",252.4
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",93.2
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",31
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatlan de Valle, Pue. SGT*",65.9
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",24
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",0
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",36.7
-98.166667,19.05,PUE,PUEob,"Observatorio PUE, Pue. SMN*",2
-98.166667,19.05,PUE,PUOPB,"PUE Observatorio, Pue.",2.4
-97.616667,19.25,PUE,QUIPB,"Quimixtl·n, Pue.",50.5
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo (Ayotoxco), Pue.",344
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",2
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",211.8
-97.486389,19.952778,PUE,STLPB,"Sontalaco, Pue.",201.2
-97.7925,20.004444,PUE,TDRPB,"Tepango de RodrÌguez, Pue.",253.5
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",0
-97.395556,18.479167,PUE,TEHPB,"Tehuac·n, Pue.",0
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",59.2
-96.861667,18.483611,PUE,TEPEYACCFE,"Tepeyac, Pue. CFE*",110.6
-97.794167,20.000833,PUE,TEPPB,"Tepexic, Pue.",31.4
-97.430556,18.468889,PUE,TETPB,"Teotipilco, Pue.",0
-97.390556,19.887778,PUE,TEZIUTLAN,"Teziutlan, Pue. SMN*",181.2
-97.956944,19.815278,PUE,TEZPB,"Teziutl·n, Pue.",135.5
-97.876111,20.315278,PUE,TLAXLTON,"TLAXltongo, Pue. SGT*",130.4
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de DÌaz, Pue.",131.2
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",4
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",103.7
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",102.9
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",81.5
-97.681111,19.796389,PUE,XALCOMULCOCFE,"Xalcomulco, Pue. CFE*",4
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Ju·rez, Pue.",165
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",141.6
-97.011389,18.332222,PUE,ZOQPB,"Zoquitl·n, Pue.",146
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",100.5
-100.490833,20.592222,QRO,ADJQT,"Las Adjuntas, Qro.  SGT*",1
-100.269444,20.704167,QRO,AMZQT,"Amazcala, Qro.  SGT*",0.1
-100.455833,20.693333,QRO,ARMQT,"Arenal, Qro. Autom·tica SGT*",1.4
-100.080278,20.418611,QRO,CNSQT,"ConstituciÛn de 1917, Qro.",0
-100.409722,20.504167,QRO,ELBATAN,"El Batan, Qro. SGT*",0.2
-99.9625,20.198611,QRO,IDFQT,"San Idelfonso, Qro.",0
-100.4,20.583333,QRO,QUERETAROob,OBSERVATORIO DE QUERETARO SMN,0.4
-100,20.3625,QRO,SJSQT,"San JosÈ, Qro.",0
-86.886944,21.142778,QROO,CANCUN_ESIME,"C·ncun, Obs. Q. Roo SMN*",92.4
-86.820278,21.156667,QROO,CANQR,"Canc˙n, Q. Roo.",202.1
-88.3275,18.500556,QROO,CHOQR,"Chetumal, Q. Roo.",95.8
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",80.5
-88.045,19.575556,QROO,FCRQR,"Felipe Carrillo Puerto, Q. Roo.",75.5
-88.703611,19.752222,QROO,JMOR,"JosÈ MarÌa MOR, Q. Roo. SMN*",68
-87.486111,21.101944,QROO,KANTUNILKIN,"KantunilkÌn, Q. Roo SMN*",73
-88.880278,17.896944,QROO,LAUNION,"La UniÛn, Q. Roo. SMN*",68
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",99
-106.654167,24.047222,SIN,ACTSI,"Acatit·n, Sin.",0
-109.183333,25.916667,SIN,AHMSI,"Ahome, Sin.",0
-107.383333,25.090278,SIN,AL2SI,EL VAREJONAL (HIDRO) P ADOLFO LOPEZ MATEOS,0
-107.388333,25.101389,SIN,ALMSI,"Adolfo LÛpez Mateos, Sin.",0
-108.7,25.7,SIN,ARCSI,"Adolfo RuÌz Cortines, Sin.",0
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",0
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",0
-108.329167,26.736111,SIN,CHXSI,"Choix EstaciÛn, Sin.",0
-107.4,24.816667,SIN,CLCSI,"Culiac·n, Sin.",0
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",0
-108.065556,25.484722,SIN,EBLSI,"Eustaquio Buelna, Sin.",0
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",0
-108.316667,26.083333,SIN,GB2SI,EL SABINAL (HIDRO) P  GUILLERMO BLAKE,0
-108.3275,28.95,SIN,GBESI,"Guillermo Blake (El Sabinal), Sin.",0
-107.911944,25.855278,SIN,GD2SI,"Bacurato (hidro) presa Gustavo Diaz  Ordaz, Sin.",0
-107.911111,25.856667,SIN,GDOSI,"Gustavo DÌaz Ordaz, Sin.",0
-108.091667,25.469444,SIN,GMCSI,"Guam˙chil, Sin.",0
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",0
-107.225,25.344444,SIN,GTNSI,"Guatenipa, Sin.",0
-109.333333,25.983333,SIN,HDZSI,"Higuera de Zaragoza, Sin.",0
-107.391667,25.101667,SIN,HUMAYACFE,"Humaya, Sin. CFE*",0
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",0
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer (Vinoramas), Sin.",0
-106.807222,24.571667,SIN,JLPSI,"JosÈ LÛpez Portillo, Sin.",0
-108.013889,25.9,SIN,JNASI,"Jaina, Sin.",0
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de DomÌnguez, Sin.",0
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",0
-108.35,26.904167,SIN,LD2SI,"Presa Huites (HIDRO), Sin.",0
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio (Huites), Sin.",0
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",0
-106.4,23.233333,SIN,MZTSI,"Mazatl·n, Sin.",0
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiacan, Sin.",0
-108.58,26.509722,SIN,PMHSI,"Miguel HGO, Sin.",0
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",0
-107.755833,25.124722,SIN,RAVSI,"EstaciÛn Rancho Viejo, Sin.",0
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",2
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",0
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",0
-107.5,25.3,SIN,SJNSI,"San Juan, Sin.",0
-107.1,24.8,SIN,SLRSI,"San Lorenzo, Sin.",0
-106.695833,24.121944,SIN,SLTSI,"El Salto (Aurelio Benassini), Sin.",0
-107.158333,24.813889,SIN,SN2SI,"Sanalona, Sin (hidro)",0
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",0
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",0.1
-108.129167,26.9,SIN,TBRSI,"San Francisco, Sin.",0
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",2.5
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",0
-108.359722,25.741667,SIN,ZOPSI,"El Zopilote, Sin.",0
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",26.8
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",59
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",16.6
-100.820556,21.88,SLP,IVGSL,"ValentÌn Gama, S.L.P.",2.4
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",31.6
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",11.4
-98.8,21.333333,SLP,MTPSL,"Matlapa, S.L.P.",100.6
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",2.4
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya (San Ciro), S.L.P.",10.5
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",47.6
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",40
-99.995,21.931389,SLP,RVDSL,"RÌo Verde, S.L.P.",6.1
-98.611667,21.68,SLP,SANVICENTE,"San Vicente, S.L.P. SGT*",40.2
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",1
-101.019167,22.148056,SLP,SLPSL,"SLP, S.L.P.",9.6
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",9.1
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",62.4
-99.146111,21.822222,SLP,TANCHACHIN,"Tanchanchin, S.L.P. SGT* ",13.5
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",99.6
-98.773333,22.003611,SLP,TMISL,"TamuÌn, S.L.P.",29
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",154.8
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",0
-111.733333,30.716667,SON,ALTSO,"Altar, Son.",0
-109.8925,27.8225,SON,AOBSO,"¡lvaro  ObregÛn, Son.",0
-109.540833,31.326944,SON,APTSO,"Agua Prieta, Son.",0
-109.106667,27.226111,SON,ARCSO,"Adolfo RuÌz Cortines, Son.",0
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",0
-110.92,29.076667,SON,ARLSO,"Abelardo RodrÌguez Lujan, Son.",0
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",0
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",0
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",1.5
-110.215,30.003611,SON,BNMSO,"Banamichi, Son.",0
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",0
-111.516389,30.873333,SON,CHTSO,"CuauhtÈmoc, Son.",25
-110.736389,29.472222,SON,CJNSO,"El CajÛn, Son.",0
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",1.8
-109.938056,27.5,SON,COBSO,"Cd. ObregÛn, Son.",0
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",0
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",0
-110.8,27.95,SON,EMPALMEob,"Observatorio Empalme, Son. SMN*",0
-110.8,27.95,SON,EPLSO,"Empalme, Son.",0
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",0
-110.916667,29.066667,SON,HM2SO,"Hermosillo OBS, Son.",0
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",0
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",0
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",0
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",0
-109.378889,30.437778,SON,LCDSO,"La Angostura, Son.",0
-110.137778,29.003611,SON,MZTSO,"Mazatan, Son.",0
-109.6875,30.374444,SON,NCZSO,"Nacozari, Son.",0
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",0
-109.642778,28.976111,SON,NOVILLOCFE,"Novillo, Son. CFE*",0
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",0
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",9.4
-110.706111,29.229722,SON,ORGSO,"El Oregano, Son.",0
-109.083333,29.433333,SON,PDNSO,"Paso Nacori, Son.",0
-109.642222,28.976667,SON,PECSO,"Plutarco ElÌas Calles, Son.",0
-110.725556,29.2125,SON,PMOSO,"El Molinito, Son.",0
-109.683333,30.366667,SON,PNACOZARIob,OBSERVATORIO DE PILARES DE NACOZARI SMN,0
-110.308333,28.472222,SON,PTASO,"Punta de Agua II, Son.",0
-112.116667,30.697778,SON,PTQSO,"Pitiquito, Son.",0
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",0
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",0
-110.239167,28.713333,SON,SJPSO,"San JosÈ de Pimas, Son.",0
-114.783333,32.483333,SON,SLCSO,"San Luis RÌo Colorado, Son.",2
-111.445278,30.394722,SON,SRSSO,"Santa Rosa II, Son.",0
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",0
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",0
-108.927778,28.371389,SON,YCRSO,"Yecora, Son.",0
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",394.2
-91.491944,17.425556,TAB,BOCADELCERRO,"Boca del Cerro, Tab. SGT*",300.9
-93.413611,17.808889,TAB,CARTB,"C·rdenas, Tab.",218
-91.785278,17.857222,TAB,EMILIANOZAPATA,EMILIANO ZAPATA SGT,76.3
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",371
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",299.7
-92.916667,17.966667,TAB,GABTB,"Gaviotas II, Tab.",219.6
-93,17.975,TAB,GONTB,"Gonz·lez, Tab.",345.3
-92.807778,18.037222,TAB,LAGSANJULIAN,"Laguna San Julian, Tab. SGT*",15.9
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",317.8
-92.753333,17.391667,TAB,OXOTB,"Oxolotan, Tab.",513
-93.386111,17.769444,TAB,PAREDON,"Paredon HC, Tab. SGT*",176.6
-92.646389,18.406389,TAB,PCENTLA,"Pantanos de Centla, Tab. SMN*",210
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",329
-92.868611,17.865278,TAB,PUEBLONUEVO,"Pueblo Nuevo, Tab. SGT*",250.1
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",469.5
-93.291667,17.979167,TAB,SAMTB,"Samaria, Tab.",332.9
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",175.8
-92.816667,17.466667,TAB,TAPTB,"Tapijulapa, Tab.",663.3
-92.950833,17.559722,TAB,TEAPA,"Teapa, Tab. SGT*",381.8
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",411.8
-92.96,17.96,TAB,VIEJOMEZCALAPA,"Viejo Mezcalapa, Tab. SGT*",144.4
-98.39,24.065556,TAMS,ABSTP,"Abasolo, Tamps.",50.6
-98.145,22.988611,TAMS,AHLTP,"Ahualulco, Tamps.",1.1
-97.925556,22.3875,TAMS,ALTAMIRAob,"Observatorio Altamira, Tamps. SMN*",20
-97.926944,22.386111,TAMS,BALTP,"Bombas Altamira, Tamps.",30.2
-99.123056,24.080556,TAMS,BR1TP,"El Barretal I, Tamps.",46.9
-99.215,24.1025,TAMS,BRRTP,"El Barretal II, Tamps.",24.3
-97.772222,23.051944,TAMS,BTORDO,"B. del Tordo, Tamps. SMN*",8.6
-97.844167,22.283889,TAMS,CDMADERO,"Ciudad Madero, Tamps. SGT*",42.4
-98.5975,26.238056,TAMS,CDOTP,"S-J-2-18 Ciudad DÌaz Ordaz, Tamps.",5
-99.92,22.58,TAMS,CIUDADMANTE,"Ciudad Mante, Tamps. SMN*",1.5
-98.8,26.25,TAMS,CMGTP,"S-J-2-11 Camargo, Tamps.",7.5
-99.25,26.416667,TAMS,CMRTP,"Mier, Tamps.",17.7
-97.818333,25.638889,TAMS,CONTP,"Control, Tamps.",18.8
-98.935833,23.939167,TAMS,CORTP,"Corona, Tamps.",32
-99.166667,23.716667,TAMS,CVCTP,"Cd. Victoria Observatorio, Tamps.",17.3
-99.1875,23.730278,TAMS,CVTTP,"Cd. Victoria (Gerencia), Tamps.",9.9
-99.083333,23.383333,TAMS,ENNTP,"La Encantada, Tamps.",9.2
-98.691667,22.605,TAMS,ERCTP,"Ramiro Caballero, Tamps.",0
-98.1575,24.842778,TAMS,FD2TP,"San Fernando, Tamps. SMN*",57.7
-98.158333,24.843889,TAMS,FDOTP,"San Fernando, Tamps.",92.3
-99.375278,23.4075,TAMS,JAUMAVE,"Jaumave, Tamps.  SMN*",12.2
-99.233611,26.408889,TAMS,LBLTP,"Las Blancas, Tamps.",11.7
-99.116667,22.833333,TAMS,LSRTP,"La Servilleta, Tamps.",1
-99.551111,24.566667,TAMS,MAGTP,"Magueyes, Tamps.",36.7
-97.522778,25.833333,TAMS,MATTP,"Matamoros, Tamps.",18.5
-97.844167,22.283889,TAMS,MDRTP,"Madero, Tamps.",50.8
-98.595,26.102222,TAMS,MENDEZ,"Mendez, Tamps. SGT*",44.3
-99.040833,26.374167,TAMS,MGATP,"S-J-1-2 Miguel Aleman, Tamps.",7.5
-98.705556,22.795833,TAMS,MGSTP,"Magiscatzin II, Tamps.",1.8
-99.434444,24.2525,TAMS,MHGTP,"Miguel HGO, Tamps.",11.4
-98.925556,26.204722,TAMS,MRGTP,"Marte R. GÛmez, Tamps.",5.4
-98.9,24.05,TAMS,PADTP,"Padilla II, Tamps.",136.6
-97.8,25.8,TAMS,PANTP,"Pueblo Anahuac, Tamps.",26.8
-98.745833,23.726667,TAMS,PDMTP,"Paso de Molina II, Tamps.",58.7
-98.901667,24.138333,TAMS,PILTP,"PilÛn III, Tamps.",60.4
-99.555833,24.2475,TAMS,PJMTP,"Pedro J. MÈndez, Tamps.",18.7
-98.686389,22.638611,TAMS,PRAMIROCD,"Ramiro Caballero, Tams. SGT*",0.4
-99.583333,24.183333,TAMS,PVLTP,"Puerto de Valles, Tamps.",22.4
-99.004167,22.845278,TAMS,RFRTP,"RÌo FrÌo, Tamps.",1.8
-98,25.966667,TAMS,RIBTP,"RÌo Bravo, Tamps.",5.1
-99.026111,22.843056,TAMS,RIOFRIO,"RÌo FrÌo, Tamps. SGT*",1.8
-97.991944,23.259444,TAMS,RSPTP,"Rep˙blica EspaÒola, Tamps.",5.6
-98.285833,26.079722,TAMS,RYATP,"S-J-3-42 Reynosa, Tamps.",12.5
-98.883333,26.166667,TAMS,RYNTP,"S-J-2-9 Reynosa, Tamps.",7.5
-99.094444,23.022778,TAMS,SBNTP,"Sabinas, Tamps.",2.6
-98.869444,22.784444,TAMS,SDATP,"Saca de Agua, Tamps.",3
-98.787222,23.083611,TAMS,SGBTP,"San Gabriel, Tamps.",1.4
-98.210833,23.7675,TAMS,SLMTP,"Soto la Marina, Tamps.",73.6
-98.791389,22.943889,TAMS,SLZTP,"Emilio Portes Gil, Tamps.",0.6
-99.274167,24.0225,TAMS,STETP,"Santa Engracia, Tamps.",7.9
-98.422778,22.423889,TAMS,TMSTP,"TamesÌ, Tamps.",21.2
-97.804167,25.906111,TAMS,VCATP,"Villa C·rdenas, Tamps.",23.9
-98.666389,23.959444,TAMS,VGRTP,"Vicente Guerrero, Tamps.",48.1
-97.8,25.7,TAMS,VHMTP,"Valle Hermoso, Tams.",13.7
-99.488611,24.303889,TAMS,VILLAGRAN,"Villagran, Tamps.  SMN*",12.4
-99.551111,24.566667,TAMS,VSMTP,"Victoria-San Marcos, Tamps.",15.4
-98.563889,19.586111,TLAX,CPPTL,"Calpulalpan, Tlax.",2.8
-97.769722,19.298889,TLAX,CUATL,"Cuapiaxtla, Tlax.",0
-97.6475,19.318056,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",7
-97.911111,19.315833,TLAX,HMTTL,"Huamantla, Tlax.",10.2
-98.2,19.4,TLAX,OBSTL,"Observatorio, Tlax.",0.8
-98.200556,19.556111,TLAX,SJATL,"San JosÈ Atlanga, Tlax.",1
-98.175278,19.115,TLAX,SPMTL,"San Pablo del Monte, Tlax.",0
-98.243056,19.219444,TLAX,ZACTL,"Zacatelco, Tlax.",2.2
-97.908056,19.200278,TLAX,ZITTL,"Zitlaltepec, Tlax.",15
-96.843889,19.695833,VER,ACAVC,"Acatl·n, Ver.",90.6
